FREQ,TIME_FORMAT,TIME_PERIOD,STK_FLOW,UNIT,PARTNER,GEO,OBS_STATUS,OBS_VALUE,FREQ_DESC,TIME_FORMAT_DESC,TIME_PERIOD_DESC,OBS_STATUS_DESC,STK_FLOW_DESC,UNIT_DESC,PARTNER_DESC,GEO_DESC
A,P1Y,2009,EXP,PC_TOT,INT_EU28,SI,,4.3,Annual,Annual,Year 2009,No data,Exports,Percentage of total,Intra-EU-28,Slovenia
A,P1Y,2009,EXP,PC_TOT,INT_EU28,SK,,5.8,Annual,Annual,Year 2009,No data,Exports,Percentage of total,Intra-EU-28,Slovakia
A,P1Y,2009,EXP,PC_TOT,INT_EU28,UK,,14.9,Annual,Annual,Year 2009,No data,Exports,Percentage of total,Intra-EU-28,United Kingdom
A,P1Y,2009,EXP,PC_TOT,WORLD,AT,,11.7,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Austria
A,P1Y,2009,EXP,PC_TOT,WORLD,BE,,8.8,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Belgium
A,P1Y,2009,EXP,PC_TOT,WORLD,CY,,20.1,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Cyprus
A,P1Y,2009,EXP,PC_TOT,WORLD,CZ,,15.2,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Czechia
A,P1Y,2009,EXP,PC_TOT,WORLD,DE,,14,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Germany
A,P1Y,2009,EXP,PC_TOT,WORLD,DK,,12.3,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Denmark
A,P1Y,2009,EXP,PC_TOT,WORLD,EE,,6.9,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Estonia
A,P1Y,2009,EXP,PC_TOT,WORLD,EL,,7.7,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Greece
A,P1Y,2009,EXP,PC_TOT,WORLD,ES,,4.8,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Spain
A,P1Y,2009,EXP,PC_TOT,WORLD,FI,,13.9,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Finland
A,P1Y,2009,EXP,PC_TOT,WORLD,FR,,19.7,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,France
A,P1Y,2009,EXP,PC_TOT,WORLD,HR,,7.6,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Croatia
A,P1Y,2009,EXP,PC_TOT,WORLD,HU,,22.2,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Hungary
A,P1Y,2009,EXP,PC_TOT,WORLD,IE,,22.1,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Ireland
A,P1Y,2009,EXP,PC_TOT,WORLD,IT,,6.8,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Italy
A,P1Y,2009,EXP,PC_TOT,WORLD,LT,,5.8,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Lithuania
A,P1Y,2009,EXP,PC_TOT,WORLD,LU,,41.9,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Luxembourg
A,P1Y,2009,EXP,PC_TOT,WORLD,LV,,5.3,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Latvia
A,P1Y,2009,EXP,PC_TOT,WORLD,MT,,35.2,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Malta
A,P1Y,2009,EXP,PC_TOT,WORLD,NL,,18.4,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Netherlands
A,P1Y,2009,EXP,PC_TOT,WORLD,PL,,5.7,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Poland
A,P1Y,2009,EXP,PC_TOT,WORLD,PT,,3.7,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Portugal
A,P1Y,2009,EXP,PC_TOT,WORLD,RO,,8.2,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Romania
A,P1Y,2009,EXP,PC_TOT,WORLD,SE,,14.6,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Sweden
A,P1Y,2009,EXP,PC_TOT,WORLD,SI,,5.5,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Slovenia
A,P1Y,2009,EXP,PC_TOT,WORLD,SK,,5.9,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,Slovakia
A,P1Y,2009,EXP,PC_TOT,WORLD,UK,,19,Annual,Annual,Year 2009,No data,Exports,Percentage of total,All countries of the world,United Kingdom
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,AT,,5203,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Austria
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,BE,,8967,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Belgium
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,CY,,46,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Cyprus
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,CZ,,3159,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Czechia
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,DE,,57711,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Germany
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,DK,,3136,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Denmark
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,EE,,137,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Estonia
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,EL,,564,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra-EU28 (current composition),Greece
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,ES,,3235,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Spain
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,EU28,,218518,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra-EU28 (current composition),European Union
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,FI,,2829,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Finland
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,FR,,40393,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,France
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,HR,,258,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Croatia
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,HU,,5872,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Hungary
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,IE,,8777,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra-EU28 (current composition),Ireland
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,IT,,11610,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Italy
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,LT,,274,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Lithuania
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,LU,,919,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Luxembourg
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,LV,,125,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Latvia
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,MT,,656,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Malta
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,NL,,17222,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Netherlands
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,PL,,1779,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Poland
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,PT,,525,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Portugal
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,RO,,1080,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Romania
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,SE,,10161,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Sweden
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,SI,,400,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Slovenia
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,SK,,414,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,Slovakia
A,P1Y,2010,EXP,MIO_EUR,EXT_EU28,UK,,32843,Annual,Annual,Year 2010,No data,Exports,Million euro,Extra EU-28,United Kingdom
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,AT,,8417,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Austria
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,BE,,16873,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Belgium
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,CY,,159,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Cyprus
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,CZ,,12965,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Czechia
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,DE,,75485,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Germany
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,DK,,3627,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Denmark
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,EE,,775,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Estonia
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,EL,,620,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Greece
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,ES,,5884,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Spain
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,FI,,2412,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Finland
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,FR,,40218,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,France
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,HR,,361,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Croatia
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,HU,,9796,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Hungary
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,IE,,8469,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU28 (current composition),Ireland
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,IT,,10482,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Italy
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,LT,,671,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Lithuania
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,LU,,3436,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Luxembourg
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,LV,,219,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Latvia
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,MT,,235,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Malta
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,NL,,63316,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Netherlands
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,PL,,5510,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Poland
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,PT,,605,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Portugal
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,RO,,2589,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Romania
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,SE,,7161,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Sweden
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,SI,,767,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Slovenia
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,SK,,2802,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,Slovakia
A,P1Y,2010,EXP,MIO_EUR,INT_EU28,UK,,22638,Annual,Annual,Year 2010,No data,Exports,Million euro,Intra-EU-28,United Kingdom
A,P1Y,2010,EXP,MIO_EUR,WORLD,AT,,13620,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Austria
A,P1Y,2010,EXP,MIO_EUR,WORLD,BE,,25840,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Belgium
A,P1Y,2010,EXP,MIO_EUR,WORLD,CY,,205,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Cyprus
A,P1Y,2010,EXP,MIO_EUR,WORLD,CZ,,16123,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Czechia
A,P1Y,2010,EXP,MIO_EUR,WORLD,DE,,133195,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Germany
A,P1Y,2010,EXP,MIO_EUR,WORLD,DK,,6762,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Denmark
A,P1Y,2010,EXP,MIO_EUR,WORLD,EE,,912,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Estonia
A,P1Y,2010,EXP,MIO_EUR,WORLD,EL,,1184,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Greece
A,P1Y,2010,EXP,MIO_EUR,WORLD,ES,,9119,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Spain
A,P1Y,2010,EXP,MIO_EUR,WORLD,FI,,5241,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Finland
A,P1Y,2010,EXP,MIO_EUR,WORLD,FR,,80611,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,France
A,P1Y,2010,EXP,MIO_EUR,WORLD,HR,,619,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Croatia
A,P1Y,2010,EXP,MIO_EUR,WORLD,HU,,15668,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Hungary
A,P1Y,2010,EXP,MIO_EUR,WORLD,IE,,17246,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Ireland
A,P1Y,2010,EXP,MIO_EUR,WORLD,IT,,22091,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Italy
A,P1Y,2010,EXP,MIO_EUR,WORLD,LT,,945,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Lithuania
A,P1Y,2010,EXP,MIO_EUR,WORLD,LU,,4354,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Luxembourg
A,P1Y,2010,EXP,MIO_EUR,WORLD,LV,,344,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Latvia
A,P1Y,2010,EXP,MIO_EUR,WORLD,MT,,891,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Malta
A,P1Y,2010,EXP,MIO_EUR,WORLD,NL,,80538,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Netherlands
A,P1Y,2010,EXP,MIO_EUR,WORLD,PL,,7289,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Poland
A,P1Y,2010,EXP,MIO_EUR,WORLD,PT,,1130,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Portugal
A,P1Y,2010,EXP,MIO_EUR,WORLD,RO,,3670,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Romania
A,P1Y,2010,EXP,MIO_EUR,WORLD,SE,,17322,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Sweden
A,P1Y,2010,EXP,MIO_EUR,WORLD,SI,,1167,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Slovenia
A,P1Y,2010,EXP,MIO_EUR,WORLD,SK,,3216,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,Slovakia
A,P1Y,2010,EXP,MIO_EUR,WORLD,UK,,55481,Annual,Annual,Year 2010,No data,Exports,Million euro,All countries of the world,United Kingdom
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,AT,,16.3,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Austria
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,BE,,10.8,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Belgium
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,CY,,12.8,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Cyprus
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,CZ,,20.1,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Czechia
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,DE,,15.3,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Germany
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,DK,,12.6,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Denmark
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,EE,,5,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Estonia
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,EL,,5.8,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra-EU28 (current composition),Greece
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,ES,,5.4,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Spain
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,EU28,,16.1,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,European Union
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,FI,,11.8,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Finland
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,FR,,26.2,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,France
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,HR,,7.4,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Croatia
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,HU,,37.8,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Hungary
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,IE,,23.4,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra-EU28 (current composition),Ireland
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,IT,,8.2,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Italy
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,LT,,4.5,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Lithuania
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,LU,,38.2,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Luxembourg
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,LV,,5.3,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Latvia
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,MT,,41.2,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Malta
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,NL,,17.5,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Netherlands
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,PL,,7.1,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Poland
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,PT,,5.7,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Portugal
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,RO,,10.5,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Romania
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,SE,,19.8,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Sweden
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,SI,,8.1,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Slovenia
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,SK,,5.6,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,Slovakia
A,P1Y,2010,EXP,PC_TOT,EXT_EU28,UK,,22.2,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Extra EU-28,United Kingdom
A,P1Y,2010,EXP,PC_TOT,INT_EU28,AT,,10.1,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Austria
A,P1Y,2010,EXP,PC_TOT,INT_EU28,BE,,7.5,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Belgium
A,P1Y,2010,EXP,PC_TOT,INT_EU28,CY,,22.7,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Cyprus
A,P1Y,2010,EXP,PC_TOT,INT_EU28,CZ,,15.3,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Czechia
A,P1Y,2010,EXP,PC_TOT,INT_EU28,DE,,13.2,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Germany
A,P1Y,2010,EXP,PC_TOT,INT_EU28,DK,,7.6,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Denmark
A,P1Y,2010,EXP,PC_TOT,INT_EU28,EE,,12.9,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Estonia
A,P1Y,2010,EXP,PC_TOT,INT_EU28,EL,,5.3,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Greece
A,P1Y,2010,EXP,PC_TOT,INT_EU28,ES,,4.5,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Spain
A,P1Y,2010,EXP,PC_TOT,INT_EU28,FI,,8.5,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Finland
A,P1Y,2010,EXP,PC_TOT,INT_EU28,FR,,16.7,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,France
A,P1Y,2010,EXP,PC_TOT,INT_EU28,HR,,6.6,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Croatia
A,P1Y,2010,EXP,PC_TOT,INT_EU28,HU,,17.3,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Hungary
A,P1Y,2010,EXP,PC_TOT,INT_EU28,IE,,16.6,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU28 (current composition),Ireland
A,P1Y,2010,EXP,PC_TOT,INT_EU28,IT,,5.4,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Italy
A,P1Y,2010,EXP,PC_TOT,INT_EU28,LT,,7,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Lithuania
A,P1Y,2010,EXP,PC_TOT,INT_EU28,LU,,29.2,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Luxembourg
A,P1Y,2010,EXP,PC_TOT,INT_EU28,LV,,4.5,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Latvia
A,P1Y,2010,EXP,PC_TOT,INT_EU28,MT,,21.1,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Malta
A,P1Y,2010,EXP,PC_TOT,INT_EU28,NL,,18.9,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Netherlands
A,P1Y,2010,EXP,PC_TOT,INT_EU28,PL,,5.8,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Poland
A,P1Y,2010,EXP,PC_TOT,INT_EU28,PT,,2.2,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Portugal
A,P1Y,2010,EXP,PC_TOT,INT_EU28,RO,,9.6,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Romania
A,P1Y,2010,EXP,PC_TOT,INT_EU28,SE,,10.5,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Sweden
A,P1Y,2010,EXP,PC_TOT,INT_EU28,SI,,4.5,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Slovenia
A,P1Y,2010,EXP,PC_TOT,INT_EU28,SK,,6.8,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,Slovakia
A,P1Y,2010,EXP,PC_TOT,INT_EU28,UK,,13.7,Annual,Annual,Year 2010,No data,Exports,Percentage of total,Intra-EU-28,United Kingdom
A,P1Y,2010,EXP,PC_TOT,WORLD,AT,,11.8,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Austria
A,P1Y,2010,EXP,PC_TOT,WORLD,BE,,8.4,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Belgium
A,P1Y,2010,EXP,PC_TOT,WORLD,CY,,19.3,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Cyprus
A,P1Y,2010,EXP,PC_TOT,WORLD,CZ,,16.1,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Czechia
A,P1Y,2010,EXP,PC_TOT,WORLD,DE,,14,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Germany
A,P1Y,2010,EXP,PC_TOT,WORLD,DK,,9.3,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Denmark
A,P1Y,2010,EXP,PC_TOT,WORLD,EE,,10.4,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Estonia
A,P1Y,2010,EXP,PC_TOT,WORLD,EL,,5.6,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Greece
A,P1Y,2010,EXP,PC_TOT,WORLD,ES,,4.8,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Spain
A,P1Y,2010,EXP,PC_TOT,WORLD,FI,,10,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Finland
A,P1Y,2010,EXP,PC_TOT,WORLD,FR,,20.4,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,France
A,P1Y,2010,EXP,PC_TOT,WORLD,HR,,7,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Croatia
A,P1Y,2010,EXP,PC_TOT,WORLD,HU,,21.8,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Hungary
A,P1Y,2010,EXP,PC_TOT,WORLD,IE,,19.5,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Ireland
A,P1Y,2010,EXP,PC_TOT,WORLD,IT,,6.5,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Italy
A,P1Y,2010,EXP,PC_TOT,WORLD,LT,,6,Annual,Annual,Year 2010,No data,Exports,Percentage of total,All countries of the world,Lithuania
